,alpha_1,alpha_2,alpha_3,from_vae
diamagnetic,1.2448697090148926,1.463590383529663,1.2915397882461548,True
diamantine,1.2448697090148926,1.463590383529663,1.2915397882461548,True
diameter,1.0768821239471436,1.745214819908142,1.1779030561447144,True
diametric,1.309169054031372,1.5104334354400635,1.1803975105285645,True
diametrical,1.2448697090148926,1.463590383529663,1.2915397882461548,True
diametrically,1.9741284847259521,1.6686899662017822,1.3571815490722656,True
diamond,1.1621191501617432,2.6398990154266357,1.1979819536209106,True
diamond-shaped,1.0772287845611572,1.744834303855896,1.1779367923736572,True
diamondoid,1.302865743637085,1.5164110660552979,1.1807231903076172,True
dianoia,1.0701801776885986,1.7524986267089844,1.1773210763931274,True
diapason,1.0784916877746582,1.7434463500976562,1.178061842918396,True
diapause,1.288160800933838,1.5304057598114014,1.1814334392547607,True
diaper,1.0819001197814941,1.7396862506866455,1.1784136295318604,True
diaphanous,1.3279825448989868,1.4926553964614868,1.1793620586395264,True
diaphoresis,1.2965518236160278,1.5224106311798096,1.181037425994873,True
diaphoretic,1.3112671375274658,1.508446216583252,1.1802866458892822,True
diaphragm,1.1599186658859253,1.656148076057434,1.1839332580566406,True
diaphragmatic,1.0846232175827026,1.736670970916748,1.1787058115005493,True
diaphysial,1.2448697090148926,1.463590383529663,1.2915397882461548,True
diaporthe,1.3238170146942139,1.496584177017212,1.1795988082885742,True
diappointed,1.66495943069458,1.1582565307617188,1.1767840385437012,True
diarrhea,1.3154584169387817,1.5044801235198975,1.1800614595413208,True
diarrheal,1.3196420669555664,1.500525951385498,1.179832100868225,True
diarrhetic,1.3196420669555664,1.500525951385498,1.179832100868225,True
diarrhoea,1.190721035003662,1.6252789497375488,1.184000015258789,True
diarrhoeal,1.3196420669555664,1.500525951385498,1.179832100868225,True
diarrhoetic,1.2448697090148926,1.463590383529663,1.2915397882461548,True
diary,1.079994559288025,1.741790771484375,1.1782146692276,True
diasporic,1.1494495868682861,1.6667752265930176,1.1837751865386963,True
diastole,1.1594817638397217,1.6565890312194824,1.1839293241500854,True
diastolic,1.2448697090148926,1.463590383529663,1.2915397882461548,True
diathesis,1.0843157768249512,1.7370117902755737,1.178672432899475,True
diatom,1.2819111347198486,1.5363786220550537,1.1817102432250977,True
diatomic,1.3956952095031738,2.1289591789245605,1.475345492362976,True
diatonic,1.5498378276824951,1.978006362915039,1.4721556901931763,True
diatribe,2.643975257873535,1.8377771377563477,1.5182478427886963,True
diatribes,2.3327081203460693,1.3293309211730957,1.337961196899414,True
diazo,1.2448697090148926,1.463590383529663,1.2915397882461548,True
diazomethane,1.166887879371643,1.6491270065307617,1.1839851140975952,True
diazonium,1.166887879371643,1.6491270065307617,1.1839851140975952,True
diazoxide,1.288160800933838,1.5304057598114014,1.1814334392547607,True
dibr,1.3070693016052246,1.5124232769012451,1.1805073022842407,True
dibromide,1.166887879371643,1.6491270065307617,1.1839851140975952,True
dicarboxylic,1.2448697090148926,1.463590383529663,1.2915397882461548,True
dice,1.0734443664550781,1.7489697933197021,1.1775858402252197,True
dicey,1.3342108726501465,1.486788272857666,1.1790008544921875,True
dichloride,1.166887879371643,1.6491270065307617,1.1839851140975952,True
dichloro,1.3112671375274658,1.508446216583252,1.1802866458892822,True
dichotomous,1.2448697090148926,1.463590383529663,1.2915397882461548,True
dichotomy,1.1512407064437866,1.6649450063705444,1.183814287185669,True
dichroic,1.3007621765136719,1.5184085369110107,1.1808292865753174,True
dichroism,1.079060435295105,1.7428205013275146,1.17811918258667,True
dichromatic,1.2448697090148926,1.463590383529663,1.2915397882461548,True
dick,2.849057912826538,1.7853416204452515,1.3656005859375,True
dickensian,1.298621416091919,1.4532173871994019,1.2481610774993896,True
dickey,1.3279825448989868,1.4926553964614868,1.1793620586395264,True
dickhead,2.2921712398529053,1.525480031967163,1.182348608970642,True
dickie,1.3279825448989868,1.4926553964614868,1.1793620586395264,True
dickinsonia,1.3154584169387817,1.5044801235198975,1.1800614595413208,True
dickon,1.3279825448989868,1.4926553964614868,1.1793620586395264,True
dicky,1.6147246360778809,1.9484091997146606,1.4368661642074585,True
diclinous,1.2448697090148926,1.463590383529663,1.2915397882461548,True
dicloxacillin,1.0861796140670776,1.7349445819854736,1.1788758039474487,True
dicotyledonous,1.2448697090148926,1.463590383529663,1.2915397882461548,True
dicroidium,1.3007621765136719,1.5184085369110107,1.1808292865753174,True
dictate,2.007499933242798,1.6805334091186523,1.3119667768478394,True
dictated,1.309169054031372,1.5104334354400635,1.1803975105285645,True
dictation,1.1513793468475342,1.6648036241531372,1.1838170289993286,True
dictator,1.9636168479919434,1.678665041923523,1.3577181100845337,True
dictatorial,3.5787744522094727,2.4794323444366455,1.941793441772461,True
dictatorship,1.3049681186676025,1.514415979385376,1.1806159019470215,True
diction,1.3007621765136719,1.5184085369110107,1.1808292865753174,True
dictionarie,1.3070693016052246,1.5124232769012451,1.1805073022842407,True
dictionary,1.1777056455612183,1.6382715702056885,1.1840227842330933,True
dictyopteran,1.2448697090148926,1.463590383529663,1.2915397882461548,True
dicussion,1.338348388671875,1.4828951358795166,1.1787564754486084,True
didactic,1.082197904586792,1.7393569946289062,1.1784452199935913,True
didactical,1.26370108127594,1.4808636903762817,1.2554352283477783,True
didacticism,1.2986574172973633,1.5204085111618042,1.1809340715408325,True
didactics,1.0868903398513794,1.7341556549072266,1.178954005241394,True
didanosine,1.3238170146942139,1.496584177017212,1.1795988082885742,True
diddle,1.3342108726501465,1.486788272857666,1.1790008544921875,True
didna,1.0704927444458008,1.7521626949310303,1.177344560623169,True
didrex,1.3070693016052246,1.5124232769012451,1.1805073022842407,True
die,2.8534224033355713,1.7831703424453735,1.3634073734283447,True
die-cast,1.2448697090148926,1.463590383529663,1.2915397882461548,True
die-hard,1.7475311756134033,1.8971998691558838,1.355268955230713,True
diecast,1.1597728729248047,1.6562950611114502,1.1839319467544556,True
died,2.6575725078582764,1.1609405279159546,1.181486964225769,True
diehard,1.3321375846862793,1.4887404441833496,1.1791220903396606,True
dielectric,1.321730613708496,1.4985533952713013,1.179715871810913,True
dienophile,1.0893886089324951,1.7313809394836426,1.1792304515838623,True
dies,1.66495943069458,1.1582565307617188,1.1767840385437012,True
diese,1.0825716257095337,1.738943338394165,1.1784849166870117,True
diesel,1.1777056455612183,1.6382715702056885,1.1840227842330933,True
diesel-powered,1.3259010314941406,1.4946180582046509,1.179480791091919,True
dieselisation,1.096299648284912,1.723702073097229,1.1799982786178589,True
diest,1.3049681186676025,1.514415979385376,1.1806159019470215,True
diester,1.3259010314941406,1.4946180582046509,1.179480791091919,True
diet,1.3175512552261353,1.5025014877319336,1.1799472570419312,True
dietary,1.3154584169387817,1.5044801235198975,1.1800614595413208,True
dietetical,1.2448697090148926,1.463590383529663,1.2915397882461548,True
diethyl,1.3112671375274658,1.508446216583252,1.1802866458892822,True
diethylpropion,1.3070693016052246,1.5124232769012451,1.1805073022842407,True
dieux,1.2675033807754517,1.550208568572998,1.1822879314422607,True
diff,1.0752421617507935,1.7470102310180664,1.1777476072311401,True
differ,1.791488766670227,1.897292137145996,1.3112192153930664,True
difference,1.8584696054458618,1.7963533401489258,1.345177173614502,True
different,1.3886083364486694,2.1647391319274902,1.4466526508331299,True
differentia,1.2819111347198486,1.5363786220550537,1.1817102432250977,True
differentiable,1.2143490314483643,1.5327800512313843,1.252871036529541,True
differential,1.54372239112854,1.9967621564865112,1.4595154523849487,True
differentially,1.309169054031372,1.5104334354400635,1.1803975105285645,True
differentiate,1.3321375846862793,1.4887404441833496,1.1791220903396606,True
differentiated,1.2294559478759766,1.4978225231170654,1.272721529006958,True
differentiation,1.0811612606048584,1.7405028343200684,1.1783359050750732,True
differently,1.0803571939468384,1.7413907051086426,1.178252100944519,True
difficult,4.351555347442627,1.990915060043335,1.6575298309326172,True
difficulties,3.315373659133911,1.329912543296814,1.3547139167785645,True
difficultly,1.9926660060882568,1.0009042024612427,1.0064297914505005,True
difficultness,1.3154584169387817,1.5044801235198975,1.1800614595413208,True
difficulty,4.204362392425537,2.131138324737549,1.664499282836914,True
diffidence,2.6833860874176025,1.8006691932678223,1.5159447193145752,True
diffident,2.4949567317962646,2.099189281463623,1.4058539867401123,True
diffidently,1.336281180381775,1.484839677810669,1.1788790225982666,True
diffuse,1.350672721862793,2.2098653316497803,1.4394619464874268,True
diffused,1.2448697090148926,1.463590383529663,1.2915397882461548,True
diffusely,1.0792748928070068,1.7425841093063354,1.1781409978866577,True
diffusion,1.1428780555725098,1.6735354661941528,1.1835864782333374,True
diffusional,1.3154584169387817,1.5044801235198975,1.1800614595413208,True
diffusivity,1.0736416578292847,1.7487552165985107,1.1776031255722046,True
difreintiedig,1.2860732078552246,1.5323988199234009,1.181527853012085,True
dig,1.2367546558380127,2.555265426635742,1.2079799175262451,True
digest,1.0826466083526611,1.7388603687286377,1.1784930229187012,True
digestible,1.3008437156677246,2.2673749923706055,1.43178129196167,True
digestion,1.0782796144485474,1.7436797618865967,1.1780405044555664,True
digestive,1.3130265474319458,2.2182531356811523,1.4687201976776123,True
digger,1.336281180381775,1.484839677810669,1.1788790225982666,True
diggerland,1.3259010314941406,1.4946180582046509,1.179480791091919,True
dighted,1.2544214725494385,1.461851954460144,1.283726692199707,True
digibeta,1.1923973560333252,1.6236109733581543,1.1839916706085205,True
digistar,1.156593918800354,1.65950608253479,1.1839001178741455,True
digit,1.0681568384170532,1.7546627521514893,1.1771804094314575,True
digital,1.4128705263137817,2.115665912628174,1.471463680267334,True
digitality,1.089634656906128,1.731107473373413,1.179257869720459,True
digitalization,1.3112671375274658,1.508446216583252,1.1802866458892822,True
digitaria,1.2860732078552246,1.5323988199234009,1.181527853012085,True
digitigrade,1.4655617475509644,2.0592546463012695,1.4751834869384766,True
digitisation,1.3445297479629517,1.4770925045013428,1.1783778667449951,True
digitization,1.3445297479629517,1.4770925045013428,1.1783778667449951,True
dignified,1.4617063999176025,6.033949375152588,1.5043439865112305,True
dignifies,1.0000135898590088,1.99906325340271,1.0009231567382812,True
dignify,1.1731221675872803,4.585759162902832,1.2411185503005981,True
dignifying,1.000037670135498,1.997461199760437,1.002501130104065,True
dignitaries,1.0117475986480713,1.9153356552124023,1.0729167461395264,True
dignitary,1.0002362728118896,1.9961141347885132,1.0036494731903076,True
dignities,1.000028133392334,1.9961329698562622,1.0038388967514038,True
dignity,1.1645526885986328,4.5948872566223145,1.240559697151184,True
digraph,1.288160800933838,1.5304057598114014,1.1814334392547607,True
digress,1.330061435699463,1.4906961917877197,1.179242491722107,True
digression,1.3486324548721313,1.4732508659362793,1.1781166791915894,True
digressive,1.342472791671753,1.4790213108062744,1.178505778312683,True
dihydrate,1.3112671375274658,1.508446216583252,1.1802866458892822,True
dihydroergotamine,1.0810878276824951,1.7405840158462524,1.1783281564712524,True
diinkarazan,1.3196420669555664,1.500525951385498,1.179832100868225,True
diirinka,1.2151859998703003,1.6010689735412598,1.1837451457977295,True
dilapidate,1.3175512552261353,1.5025014877319336,1.1799472570419312,True
dilapidated,2.679291009902954,1.804499864578247,1.5162091255187988,True
dilapidation,1.3259010314941406,1.4946180582046509,1.179480791091919,True
dilatation,1.0846232175827026,1.736670970916748,1.1787058115005493,True
dilate,1.0778573751449585,1.7441439628601074,1.177998661994934,True
dilation,1.0846232175827026,1.736670970916748,1.1787058115005493,True
dilatoriness,1.3196420669555664,1.500525951385498,1.179832100868225,True
dilatory,1.3196420669555664,1.500525951385498,1.179832100868225,True
dilaudid,1.1493127346038818,1.6669152975082397,1.1837719678878784,True
dilbeek,1.3049681186676025,1.514415979385376,1.1806159019470215,True
dildo,1.1745609045028687,1.641421914100647,1.1840171813964844,True
dilemma,4.129781723022461,2.182159185409546,1.6880593299865723,True
dilettante,1.3279825448989868,1.4926553964614868,1.1793620586395264,True
diligence,1.195096731185913,2.5829975605010986,1.2219057083129883,True
diligent,1.4478195905685425,5.029643535614014,1.5225368738174438,True
diligently,1.195096731185913,2.5829975605010986,1.2219057083129883,True
dillon,1.3112671375274658,1.508446216583252,1.1802866458892822,True
dilly,1.3279825448989868,1.4926553964614868,1.1793620586395264,True
dilly-dally,1.66495943069458,1.1582565307617188,1.1767840385437012,True
dilute,1.309169054031372,1.5104334354400635,1.1803975105285645,True
diluted,1.6266040802001953,1.9458727836608887,1.427523136138916,True
diluvian,1.2448697090148926,1.463590383529663,1.2915397882461548,True
dim,3.4954867362976074,2.593456268310547,1.9110572338104248,True
dim-witted,1.3196420669555664,1.500525951385498,1.179832100868225,True
dime,1.069683313369751,1.7530319690704346,1.1772847175598145,True
dimension,1.069683313369751,1.7530319690704346,1.1772847175598145,True
dimensional,1.3791348934173584,2.170779228210449,1.450085997581482,True
dimensionality,1.069683313369751,1.7530319690704346,1.1772847175598145,True
dimensionally,1.0713765621185303,1.7512102127075195,1.1774132251739502,True
dimensioning,1.2448697090148926,1.463590383529663,1.2915397882461548,True
dimerisation,1.2986574172973633,1.5204085111618042,1.1809340715408325,True
dimestore,1.0781385898590088,1.7438348531723022,1.178026556968689,True
dimethyl,1.3007621765136719,1.5184085369110107,1.1808292865753174,True
dimethylamine,1.166887879371643,1.6491270065307617,1.1839851140975952,True
dimethyltryptamine,1.330061435699463,1.4906961917877197,1.179242491722107,True
diminish,1.3175512552261353,1.5025014877319336,1.1799472570419312,True
